race_id,year,date,race_name,track,grade,surface,distance,url
2019_jcd2019,2019,12月1日日曜,GⅠチャンピオンズC,中京,G1,Dirt,1800,https://www.jra.go.jp/datafile/seiseki/g1/jcd/result/jcd2019.html
2019_hjf2019,2019,12月8日日曜,GⅠ阪神ジュベナイルF,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/hjf/result/hjf2019.html
2019_afs2019,2019,12月15日日曜,GⅠ朝日杯フューチュリティS,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/afs/result/afs2019.html
2019_daishogai2019,2019,12月21日土曜,J・GⅠ中山大障害,中山,G1,Obstacle,4100,https://www.jra.go.jp/datafile/seiseki/g1/daishogai/result/daishogai2019.html
2019_arima2019,2019,12月22日日曜,GⅠ有馬記念,中山,G1,Turf,2500,https://www.jra.go.jp/datafile/seiseki/g1/arima/result/arima2019.html
2019_hopeful2019,2019,12月28日土曜,GⅠホープフルS,中山,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/hopeful/result/hopeful2019.html
2020_feb2020,2020,2月23日祝日・日曜,GⅠフェブラリーS,東京,G1,Dirt,1600,https://www.jra.go.jp/datafile/seiseki/g1/feb/result/feb2020.html
2020_takamatsu2020,2020,3月29日日曜,GⅠ高松宮記念,中京,G1,Turf,1200,https://www.jra.go.jp/datafile/seiseki/g1/takamatsu/result/takamatsu2020.html
2020_osaka2020,2020,4月5日日曜,GⅠ大阪杯,阪神,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/osaka/result/osaka2020.html
2020_ouka2020,2020,4月12日日曜,GⅠ桜花賞,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/ouka/result/ouka2020.html
2020_ngj2020,2020,4月18日土曜,J・GⅠ中山グランドジャンプ,中山,G1,Obstacle,4250,https://www.jra.go.jp/datafile/seiseki/g1/ngj/result/ngj2020.html
2020_satsuki2020,2020,4月19日日曜,GⅠ皐月賞,中山,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/satsuki/result/satsuki2020.html
2020_haruten2020,2020,5月3日祝日・日曜,GⅠ天皇賞（春）,京都,G1,Turf,3200,https://www.jra.go.jp/datafile/seiseki/g1/haruten/result/haruten2020.html
2020_nmc2020,2020,5月10日日曜,GⅠNHKマイルC,東京,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/nmc/result/nmc2020.html
2020_victoria2020,2020,5月17日日曜,GⅠヴィクトリアマイル,東京,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/victoria/result/victoria2020.html
2020_oaks2020,2020,5月24日日曜,GⅠオークス,東京,G1,Turf,2400,https://www.jra.go.jp/datafile/seiseki/g1/oaks/result/oaks2020.html
2020_derby2020,2020,5月31日日曜,GⅠ日本ダービー,東京,G1,Turf,2400,https://www.jra.go.jp/datafile/seiseki/g1/derby/result/derby2020.html
2020_yasuda2020,2020,6月7日日曜,GⅠ安田記念,東京,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/yasuda/result/yasuda2020.html
2020_takara2020,2020,6月28日日曜,GⅠ宝塚記念,阪神,G1,Turf,2200,https://www.jra.go.jp/datafile/seiseki/g1/takara/result/takara2020.html
2020_sprint2020,2020,10月4日日曜,GⅠスプリンターズS,中山,G1,Turf,1200,https://www.jra.go.jp/datafile/seiseki/g1/sprint/result/sprint2020.html
2020_shuka2020,2020,10月18日日曜,GⅠ秋華賞,京都,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/shuka/result/shuka2020.html
2020_kikka2020,2020,10月25日日曜,GⅠ菊花賞,京都,G1,Turf,3000,https://www.jra.go.jp/datafile/seiseki/g1/kikka/result/kikka2020.html
2020_akiten2020,2020,11月1日日曜,GⅠ天皇賞（秋）,東京,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/akiten/result/akiten2020.html
2020_eliza2020,2020,11月15日日曜,GⅠエリザベス女王杯,阪神,G1,Turf,2200,https://www.jra.go.jp/datafile/seiseki/g1/eliza/result/eliza2020.html
2020_mile2020,2020,11月22日日曜,GⅠマイルチャンピオンシップ,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/mile/result/mile2020.html
2020_jc2020,2020,11月29日日曜,GⅠジャパンC,東京,G1,Turf,2400,https://www.jra.go.jp/datafile/seiseki/g1/jc/result/jc2020.html
2020_jcd2020,2020,12月6日日曜,GⅠチャンピオンズC,中京,G1,Dirt,1800,https://www.jra.go.jp/datafile/seiseki/g1/jcd/result/jcd2020.html
2020_hjf2020,2020,12月13日日曜,GⅠ阪神ジュベナイルF,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/hjf/result/hjf2020.html
2020_afs2020,2020,12月20日日曜,GⅠ朝日杯フューチュリティS,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/afs/result/afs2020.html
2020_daishogai2020,2020,12月26日土曜,J・GⅠ中山大障害,中山,G1,Obstacle,4100,https://www.jra.go.jp/datafile/seiseki/g1/daishogai/result/daishogai2020.html
2020_hopeful2020,2020,12月26日土曜,GⅠホープフルS,中山,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/hopeful/result/hopeful2020.html
2020_arima2020,2020,12月27日日曜,GⅠ有馬記念,中山,G1,Turf,2500,https://www.jra.go.jp/datafile/seiseki/g1/arima/result/arima2020.html
2016_feb2016,2016,2月21日日曜,GⅠフェブラリーS,東京,G1,Dirt,1600,https://www.jra.go.jp/datafile/seiseki/g1/feb/result/feb2016.html
2016_takamatsu2016,2016,3月27日日曜,GⅠ高松宮記念,中京,G1,Turf,1200,https://www.jra.go.jp/datafile/seiseki/g1/takamatsu/result/takamatsu2016.html
2016_ouka2016,2016,4月10日日曜,GⅠ桜花賞,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/ouka/result/ouka2016.html
2016_ngj2016,2016,4月16日土曜,J・GⅠ中山グランドジャンプ,中山,G1,Obstacle,4250,https://www.jra.go.jp/datafile/seiseki/g1/ngj/result/ngj2016.html
2016_satsuki2016,2016,4月17日日曜,GⅠ皐月賞,中山,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/satsuki/result/satsuki2016.html
2016_haruten2016,2016,5月1日日曜,GⅠ天皇賞（春）,京都,G1,Turf,3200,https://www.jra.go.jp/datafile/seiseki/g1/haruten/result/haruten2016.html
2016_nmc2016,2016,5月8日日曜,GⅠNHKマイルC,東京,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/nmc/result/nmc2016.html
2016_victoria2016,2016,5月15日日曜,GⅠヴィクトリアマイル,東京,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/victoria/result/victoria2016.html
2016_oaks2016,2016,5月22日日曜,GⅠオークス,東京,G1,Turf,2400,https://www.jra.go.jp/datafile/seiseki/g1/oaks/result/oaks2016.html
2016_derby2016,2016,5月29日日曜,GⅠ日本ダービー,東京,G1,Turf,2400,https://www.jra.go.jp/datafile/seiseki/g1/derby/result/derby2016.html
2016_yasuda2016,2016,6月5日日曜,GⅠ安田記念,東京,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/yasuda/result/yasuda2016.html
2016_takara2016,2016,6月26日日曜,GⅠ宝塚記念,阪神,G1,Turf,2200,https://www.jra.go.jp/datafile/seiseki/g1/takara/result/takara2016.html
2016_sprint2016,2016,10月2日日曜,GⅠスプリンターズS,中山,G1,Turf,1200,https://www.jra.go.jp/datafile/seiseki/g1/sprint/result/sprint2016.html
2016_shuka2016,2016,10月16日日曜,GⅠ秋華賞,京都,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/shuka/result/shuka2016.html
2016_kikka2016,2016,10月23日日曜,GⅠ菊花賞,京都,G1,Turf,3000,https://www.jra.go.jp/datafile/seiseki/g1/kikka/result/kikka2016.html
2016_akiten2016,2016,10月30日日曜,GⅠ天皇賞（秋）,東京,G1,Turf,2000,https://www.jra.go.jp/datafile/seiseki/g1/akiten/result/akiten2016.html
2016_eliza2016,2016,11月13日日曜,GⅠエリザベス女王杯,京都,G1,Turf,2200,https://www.jra.go.jp/datafile/seiseki/g1/eliza/result/eliza2016.html
2016_mile2016,2016,11月20日日曜,GⅠマイルチャンピオンシップ,京都,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/mile/result/mile2016.html
2016_jc2016,2016,11月27日日曜,GⅠジャパンC,東京,G1,Turf,2400,https://www.jra.go.jp/datafile/seiseki/g1/jc/result/jc2016.html
2016_jcd2016,2016,12月4日日曜,GⅠチャンピオンズC,中京,G1,Dirt,1800,https://www.jra.go.jp/datafile/seiseki/g1/jcd/result/jcd2016.html
2016_hjf2016,2016,12月11日日曜,GⅠ阪神ジュベナイルF,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/hjf/result/hjf2016.html
2016_afs2016,2016,12月18日日曜,GⅠ朝日杯フューチュリティS,阪神,G1,Turf,1600,https://www.jra.go.jp/datafile/seiseki/g1/afs/result/afs2016.html
2016_daishogai2016,2016,12月23日祝日・金曜,J・GⅠ中山大障害,中山,G1,Obstacle,4100,https://www.jra.go.jp/datafile/seiseki/g1/daishogai/result/daishogai2016.html
2016_arima2016,2016,12月25日日曜,GⅠ有馬記念,中山,G1,Turf,2500,https://www.jra.go.jp/datafile/seiseki/g1/arima/result/arima2016.html
