race_id,horse_name,horse_id,position,finish_time,jockey,trainer,weight,odds,horse_weight,age,sex,passing_positions,margin
2002_阪神_毎日杯,エリモシャルマン,0000618997,5,2:02.6,熊沢重文,田所清広,55.0kg,12.0,500Kg(-2),3.0,牡,,クビ
2002_阪神_毎日杯,バンブーユベントス,0000618645,6,2:02.6,村田一誠,田島良保,55.0kg,3.0,458Kg(-4),3.0,牡,,ハナ
2002_阪神_毎日杯,マイネルアンブル,0000616401,7,2:02.6,渡辺薫彦,中村均,55.0kg,8.0,436Kg(+4),3.0,牡,,ハナ
2002_阪神_毎日杯,アグネスポイント,0000619788,8,2:02.7,河内洋,長浜博之,55.0kg,2.0,466Kg(0),3.0,牡,,１／２馬身
2002_阪神_毎日杯,アッパレアッパレ,0000617670,9,2:02.7,川原正一,田中章博,55.0kg,5.0,482Kg(-2),3.0,牡,,ハナ
2002_阪神_毎日杯,マイネルディバイン,マイネルディバイン,10,2:02.7,幸英明,坪憲章,55.0kg,15.0,482Kg(-2),3.0,牡,,クビ
2002_阪神_毎日杯,メガバックス,0000612268,11,2:02.7,武幸四郎,伊藤正徳,55.0kg,9.0,470Kg(-2),3.0,牡,,アタマ
2002_阪神_毎日杯,トニーディアマンテ,0000614300,12,2:02.7,安田康彦,二ノ宮敬宇,55.0kg,14.0,488Kg(-6),3.0,牡,,ハナ
2002_阪神_毎日杯,ナムラサンクス,0000614084,13,2:02.8,石橋守,松永善晴,55.0kg,11.0,454Kg(-4),3.0,牡,,クビ
2002_阪神_毎日杯,ビワワールド,0000616566,14,2:02.8,佐藤哲三,浜田光正,55.0kg,6.0,442Kg(+4),3.0,牡,,ハナ
2002_阪神_毎日杯,シルクインザライト,0000616554,15,2:03.6,池添謙一,田所清広,55.0kg,10.0,488Kg(+6),3.0,牡,,５馬身
2002_中山_マーチＳ,マンボツイスト,0000299200,1,1:51.3,安藤勝己,古川平,57.5kg,5.0,482Kg(-10),7.0,牡,,
2002_中山_マーチＳ,スマートボーイ,0000125654,2,1:51.3,伊藤直人,伊藤圭三,58.0kg,4.0,472Kg(-4),7.0,牡,,クビ
2002_中山_マーチＳ,エアピエール,0000308940,3,1:51.4,村田一誠,田村康仁,53.0kg,7.0,462Kg(-2),6.0,牡,,クビ
2002_中山_マーチＳ,タガノフォーティ,0000223997,4,1:51.4,熊沢重文,橋本寿正,56.0kg,1.0,486Kg(-4),4.0,牡,,クビ
2002_中山_マーチＳ,レディバラード,0000321374,5,1:51.7,石崎隆之,山内研二,54.0kg,2.0,498Kg(+11),5.0,牝,,１ 3/4馬身
2002_中山_マーチＳ,キクノグリッター,0000297166,6,1:51.8,角田晃一,藤岡範士,54.0kg,8.0,476Kg(-2),7.0,牡,,３／４馬身
2002_中山_マーチＳ,イーグルカフェ,0000321231,7,1:52.0,岡部幸雄,小島太,57.0kg,3.0,480Kg(+4),5.0,牡,,３／４馬身
2002_中山_マーチＳ,トーホウダイオー,0000312910,8,1:52.0,北村宏司,梅内忍,56.0kg,6.0,438Kg(+6),5.0,牡,,クビ
2002_中山_マーチＳ,ホシオー,0000034381,9,1:52.1,小野次郎,増本豊,54.0kg,11.0,480Kg(-6),6.0,牡,,クビ
2002_中山_マーチＳ,アイランドオオジャ,0000302921,10,1:52.2,勝浦正樹,境征勝,55.0kg,13.0,476Kg(0),6.0,牡,,１／２馬身
2002_中山_マーチＳ,ワールドクリーク,0000291686,11,1:52.4,加藤和宏,新井仁,56.0kg,15.0,494Kg(+4),7.0,牡,,１ 1/2馬身
2002_中山_マーチＳ,タケデンジュリアス,0000325863,12,1:52.4,吉永護,元石孝昭,53.0kg,9.0,474Kg(-10),4.0,牡,,ハナ
2002_中山_マーチＳ,シンコウスプレンダ,0000287608,13,1:52.7,菊沢隆徳,古賀史生,57.0kg,10.0,510Kg(-2),8.0,牡,,２馬身
2002_中山_マーチＳ,アルアラン,0000303880,14,1:53.0,横山賀一,昆貢,53.0kg,12.0,484Kg(-12),6.0,牡,,２馬身
2002_中山_マーチＳ,ホクセツキング,0000303194,15,1:53.2,大西直宏,坂田正行,55.0kg,16.0,532Kg(-6),6.0,せん,,１馬身
2002_中山_マーチＳ,マイネルコンバット,0000316975,16,1:53.2,梶晃啓,稲葉隆一,54.0kg,14.0,488Kg(+2),5.0,牡,,ハナ
2002_中京_高松宮記念,ショウナンカンプ,0000325977,1,1:08.4,藤田伸二,大久保洋吉,57.0kg,3.0,484Kg(-4),4.0,牡,,
2002_中京_高松宮記念,アドマイヤコジーン,0000308300,2,1:09.0,後藤浩輝,橋田満,57.0kg,2.0,462Kg(0),6.0,牡,,３ 1/2馬身
2002_中京_高松宮記念,スティンガー,0000196973,3,1:09.0,田中勝春,藤沢和雄,55.0kg,4.0,474Kg(-2),6.0,牝,,クビ
2002_中京_高松宮記念,リキアイタイカン,0000327360,4,1:09.2,武幸四郎,松田正弘,57.0kg,9.0,486Kg(+4),4.0,牡,,１ 1/2馬身
2002_中京_高松宮記念,トロットスター,0000305439,5,1:09.3,蛯名正義,中野栄治,57.0kg,1.0,450Kg(-2),6.0,牡,,クビ
2002_中京_高松宮記念,ディヴァインライト,0000298477,6,1:09.3,横山典弘,伊藤正徳,57.0kg,7.0,476Kg(-10),7.0,牡,,ハナ
2002_中京_高松宮記念,トウショウリープ,0000315291,7,1:09.4,中舘英二,大久保洋吉,57.0kg,12.0,476Kg(-4),5.0,牡,,１／２馬身
